"analysis_date","model_version","period_start","period_end","total_predictions","processed_predictions","avg_spread_error","avg_total_error","directional_accuracy","avg_confidence","confidence_calibration","high_conf_accuracy","medium_conf_accuracy","low_conf_accuracy"
"2025-09-18 07:19:52.033085","all_models","all_time","all_time",1,1,10,0.5,0,0.72,0.72,0,NA,NA
